"day_dx","date","type","MR","value","lb","ub"
266,2020-11-15,"Estimated","Mortality Risk Day 30",0.0546668362288513,0.0525514780915056,0.0567774714288068
267,2020-11-16,"Estimated","Mortality Risk Day 30",0.0550356852819803,0.052923540209649,0.0571431199037874
268,2020-11-17,"Estimated","Mortality Risk Day 30",0.0554117849803722,0.0533022417918985,0.0575166274368274
269,2020-11-18,"Estimated","Mortality Risk Day 30",0.0557986088616264,0.053687994460564,0.057904515837311
270,2020-11-19,"Estimated","Mortality Risk Day 30",0.0561997255729179,0.0540816164859148,0.0583130917707007
271,2020-11-20,"Estimated","Mortality Risk Day 30",0.0566188062807029,0.0544844995450975,0.0587482952579115
272,2020-11-21,"Estimated","Mortality Risk Day 30",0.0570596343361118,0.0548986305916547,0.0592156968781385
273,2020-11-22,"Estimated","Mortality Risk Day 30",0.0575261173107167,0.0553264424790302,0.0597206701938457
274,2020-11-23,"Estimated","Mortality Risk Day 30",0.0580223015340062,0.0557704888924885,0.0602687440191023
275,2020-11-24,"Estimated","Mortality Risk Day 30",0.0585523892844731,0.0562329672141938,0.0608661110934028
276,2020-11-25,"Estimated","Mortality Risk Day 30",0.0591206588351808,0.0567150012676195,0.0615201812597682
277,2020-11-26,"Estimated","Mortality Risk Day 30",0.0597290275336174,0.0572128643369956,0.0622384754527471
278,2020-11-27,"Estimated","Mortality Risk Day 30",0.0603768038211138,0.0577185834037988,0.0630275252729789
279,2020-11-28,"Estimated","Mortality Risk Day 30",0.0610631659862098,0.0582247133598026,0.0638930636914732
280,2020-11-29,"Estimated","Mortality Risk Day 30",0.061787279019213,0.0587253231379262,0.064839274392638
281,2020-11-30,"Estimated","Mortality Risk Day 30",0.0625482856881365,0.0592163138807592,0.0658684566572457
282,2020-12-01,"Estimated","Mortality Risk Day 30",0.0633452977494551,0.0596952639538921,0.0669811630034824
283,2020-12-02,"Estimated","Mortality Risk Day 30",0.0641773872859975,0.0601609607739049,0.068176649495211
284,2020-12-03,"Estimated","Mortality Risk Day 30",0.065043578170164,0.0606128209945853,0.0694534370307692
285,2020-12-04,"Estimated","Mortality Risk Day 30",0.0659428376564297,0.06105034643947,0.0708098360578617
286,2020-12-05,"Estimated","Mortality Risk Day 30",0.0668740681128031,0.0614726806981678,0.0722443696065461
287,2020-12-06,"Estimated","Mortality Risk Day 30",0.0678360989065405,0.0618782710034651,0.0737560898080568
1,2020-02-24,"Estimated","Mortality Risk Day 60",0.0710090165139581,0.042042184040802,0.099099946760994
2,2020-02-25,"Estimated","Mortality Risk Day 60",0.0728583405279398,0.044243975144641,0.100616020852504
3,2020-02-26,"Estimated","Mortality Risk Day 60",0.0747544668855076,0.0465114378321297,0.102160916747735
4,2020-02-27,"Estimated","Mortality Risk Day 60",0.0766987453812736,0.0488450340073702,0.103736786054776
5,2020-02-28,"Estimated","Mortality Risk Day 60",0.0786925713425074,0.0512451960986123,0.105345896949256
6,2020-02-29,"Estimated","Mortality Risk Day 60",0.0807373871196717,0.0537124055408048,0.106990563558521
7,2020-03-01,"Estimated","Mortality Risk Day 60",0.0828346836118037,0.056247272443841,0.108673073969575
8,2020-03-02,"Estimated","Mortality Risk Day 60",0.0849860018260662,0.0588506107215407,0.110395622212396
9,2020-03-03,"Estimated","Mortality Risk Day 60",0.0871929344705776,0.0615235004157941,0.112160252015268
10,2020-03-04,"Estimated","Mortality Risk Day 60",0.0894571275793754,0.0642673256595045,0.113968823306995
11,2020-03-05,"Estimated","Mortality Risk Day 60",0.0917802821680931,0.0670837724676089,0.115823016563372
12,2020-03-06,"Estimated","Mortality Risk Day 60",0.0941641346769939,0.0699747111794696,0.117724405165265
13,2020-03-07,"Estimated","Mortality Risk Day 60",0.0966100213284397,0.0729409016510728,0.11967483516673
14,2020-03-08,"Estimated","Mortality Risk Day 60",0.0991188475358169,0.0759816317376215,0.121676712562124
15,2020-03-09,"Estimated","Mortality Risk Day 60",0.101691469479085,0.0790956859671272,0.123732831185498
16,2020-03-10,"Estimated","Mortality Risk Day 60",0.104328706911858,0.0822815159435708,0.125846238035611
17,2020-03-11,"Estimated","Mortality Risk Day 60",0.10703133954679,0.0855373942949633,0.128020081327632
18,2020-03-12,"Estimated","Mortality Risk Day 60",0.109800103330175,0.0888615872755363,0.130257439524051
19,2020-03-13,"Estimated","Mortality Risk Day 60",0.112635686611676,0.09225253692687,0.132561139846782
20,2020-03-14,"Estimated","Mortality Risk Day 60",0.115538726216002,0.0957090372288528,0.134933581082813
21,2020-03-15,"Estimated","Mortality Risk Day 60",0.118509803424292,0.0992303801784996,0.137376583800574
22,2020-03-16,"Estimated","Mortality Risk Day 60",0.121549439873974,0.102816437031501,0.139891301583261
23,2020-03-17,"Estimated","Mortality Risk Day 60",0.124658093335434,0.106467626662751,0.142478239818672
24,2020-03-18,"Estimated","Mortality Risk Day 60",0.127835228719233,0.110183457783469,0.1451368319492
25,2020-03-19,"Estimated","Mortality Risk Day 60",0.131076793439992,0.113958492578714,0.147864369135548
26,2020-03-20,"Estimated","Mortality Risk Day 60",0.134377494066753,0.11778493651718,0.150657981490308
27,2020-03-21,"Estimated","Mortality Risk Day 60",0.13773146985794,0.121653775886447,0.153514869579232
28,2020-03-22,"Estimated","Mortality Risk Day 60",0.141132274851634,0.125555134098205,0.156431928340268
29,2020-03-23,"Estimated","Mortality Risk Day 60",0.144572863224627,0.129478700899617,0.159405304513598
30,2020-03-24,"Estimated","Mortality Risk Day 60",0.148045578311539,0.133414211084838,0.162429910669147
31,2020-03-25,"Estimated","Mortality Risk Day 60",0.151542145666599,0.137351928487823,0.165498939424827
32,2020-03-26,"Estimated","Mortality Risk Day 60",0.155053670535539,0.141283067196413,0.168603444973918
33,2020-03-27,"Estimated","Mortality Risk Day 60",0.158570640083466,0.145200058965992,0.171732081692575
34,2020-03-28,"Estimated","Mortality Risk Day 60",0.162082930696579,0.149096557676913,0.174871107451173
35,2020-03-29,"Estimated","Mortality Risk Day 60",0.165579804063532,0.15296688295869,0.178004909868599
36,2020-03-30,"Estimated","Mortality Risk Day 60",0.169049643220955,0.156801962664288,0.181119422890314
37,2020-03-31,"Estimated","Mortality Risk Day 60",0.172479993642258,0.160588099089044,0.184203416488183
38,2020-04-01,"Estimated","Mortality Risk Day 60",0.175857826860463,0.164309549333524,0.187246520520274
39,2020-04-02,"Estimated","Mortality Risk Day 60",0.179169587113976,0.167949384080189,0.190238485703405
40,2020-04-03,"Estimated","Mortality Risk Day 60",0.182401236975804,0.171490377456041,0.193168408538034
41,2020-04-04,"Estimated","Mortality Risk Day 60",0.185538309863709,0.174915937055996,0.19602392714658
42,2020-04-05,"Estimated","Mortality Risk Day 60",0.188565969378844,0.178210968909245,0.198790491062928
43,2020-04-06,"Estimated","Mortality Risk Day 60",0.191469075360764,0.181362541088527,0.201450838852133
44,2020-04-07,"Estimated","Mortality Risk Day 60",0.194232256489891,0.184360198404237,0.203984828583497
45,2020-04-08,"Estimated","Mortality Risk Day 60",0.196839989215673,0.187195795428153,0.206369751417717
46,2020-04-09,"Estimated","Mortality Risk Day 60",0.199276683133352,0.189862745121895,0.208581229522155
47,2020-04-10,"Estimated","Mortality Risk Day 60",0.201527746086297,0.192353533206678,0.210597747302247
48,2020-04-11,"Estimated","Mortality Risk Day 60",0.203581838711155,0.194655322475675,0.212409412600177
49,2020-04-12,"Estimated","Mortality Risk Day 60",0.205428578213748,0.196752121243678,0.214011314543471
50,2020-04-13,"Estimated","Mortality Risk Day 60",0.207058006868183,0.198626783101119,0.215400525980897
51,2020-04-14,"Estimated","Mortality Risk Day 60",0.208460651892027,0.200262554993281,0.216574710218888
52,2020-04-15,"Estimated","Mortality Risk Day 60",0.209627585209591,0.201644603471699,0.217530742851969
53,2020-04-16,"Estimated","Mortality Risk Day 60",0.210550482891494,0.202761366998247,0.218263498199688
54,2020-04-17,"Estimated","Mortality Risk Day 60",0.211221684053313,0.203605522476477,0.218765009970433
55,2020-04-18,"Estimated","Mortality Risk Day 60",0.211634248985166,0.204174350025046,0.219024220452377
56,2020-04-19,"Estimated","Mortality Risk Day 60",0.211782016266654,0.204469351019284,0.219027462139022
57,2020-04-20,"Estimated","Mortality Risk Day 60",0.2116596585972,0.204495089308713,0.218759701504518
58,2020-04-21,"Estimated","Mortality Risk Day 60",0.211263533035984,0.204257687213155,0.218207698243236
59,2020-04-22,"Estimated","Mortality Risk Day 60",0.210602806682214,0.2037675904171,0.217379346384016
60,2020-04-23,"Estimated","Mortality Risk Day 60",0.209696547920347,0.203036989473808,0.216300457963991
61,2020-04-24,"Estimated","Mortality Risk Day 60",0.20856458776774,0.202077019108014,0.214999408796275
62,2020-04-25,"Estimated","Mortality Risk Day 60",0.207227108823751,0.200899502702563,0.213504610359395
63,2020-04-26,"Estimated","Mortality Risk Day 60",0.205704483010393,0.199518549388317,0.211842613182749
64,2020-04-27,"Estimated","Mortality Risk Day 60",0.204017122528876,0.197951731289997,0.210036644993623
65,2020-04-28,"Estimated","Mortality Risk Day 60",0.202185344533801,0.196220642766821,0.208105783323822
66,2020-04-29,"Estimated","Mortality Risk Day 60",0.20022924988434,0.194350703207046,0.20606490282217
67,2020-04-30,"Estimated","Mortality Risk Day 60",0.198168616197992,0.192370211261474,0.203925391293366
68,2020-05-01,"Estimated","Mortality Risk Day 60",0.196022805305747,0.19030880334919,0.201696483471586
69,2020-05-02,"Estimated","Mortality Risk Day 60",0.193810684304584,0.18819550977776,0.199387019202721
70,2020-05-03,"Estimated","Mortality Risk Day 60",0.191549935777466,0.186053113421471,0.197009636477845
71,2020-05-04,"Estimated","Mortality Risk Day 60",0.189255922760196,0.183890707603216,0.194585866252034
72,2020-05-05,"Estimated","Mortality Risk Day 60",0.186943167021038,0.18171315120633,0.192139755602421
73,2020-05-06,"Estimated","Mortality Risk Day 60",0.184625638678501,0.179524789055939,0.189694776597253
74,2020-05-07,"Estimated","Mortality Risk Day 60",0.182316743230421,0.177331146677645,0.187272125714819
75,2020-05-08,"Estimated","Mortality Risk Day 60",0.180029317345054,0.175140230549438,0.184889425675991
76,2020-05-09,"Estimated","Mortality Risk Day 60",0.177775633019113,0.172963297984864,0.182559966190294
77,2020-05-10,"Estimated","Mortality Risk Day 60",0.175567409684986,0.170814959476055,0.180292621362246
78,2020-05-11,"Estimated","Mortality Risk Day 60",0.173415833837576,0.168712586791065,0.178092470914503
79,2020-05-12,"Estimated","Mortality Risk Day 60",0.171331585750821,0.166675147689155,0.175962004649178
80,2020-05-13,"Estimated","Mortality Risk Day 60",0.169324872865222,0.164721663484415,0.173902714011661
81,2020-05-14,"Estimated","Mortality Risk Day 60",0.167404773382024,0.162868280106089,0.171916682986413
82,2020-05-15,"Estimated","Mortality Risk Day 60",0.165571164652959,0.161113196524645,0.170005442481521
83,2020-05-16,"Estimated","Mortality Risk Day 60",0.163817879283637,0.159442142974959,0.168170836591342
84,2020-05-17,"Estimated","Mortality Risk Day 60",0.16213887853239,0.157840441226138,0.166415376334324
85,2020-05-18,"Estimated","Mortality Risk Day 60",0.160528358846106,0.156294880092885,0.164740595174774
86,2020-05-19,"Estimated","Mortality Risk Day 60",0.158980734775815,0.154795025913472,0.163145714750826
87,2020-05-20,"Estimated","Mortality Risk Day 60",0.15749062336196,0.153334064111015,0.161626776707725
88,2020-05-21,"Estimated","Mortality Risk Day 60",0.156052829925961,0.151909029130628,0.160176383972276
89,2020-05-22,"Estimated","Mortality Risk Day 60",0.154662335208393,0.150520374137685,0.158784100572236
90,2020-05-23,"Estimated","Mortality Risk Day 60",0.153314283797719,0.149170982077468,0.157437408785886
91,2020-05-24,"Estimated","Mortality Risk Day 60",0.152003973797019,0.147864812252407,0.156123029777938
92,2020-05-25,"Estimated","Mortality Risk Day 60",0.150726846044538,0.146605336692088,0.154828450375229
93,2020-05-26,"Estimated","Mortality Risk Day 60",0.149477865964049,0.145390700491794,0.153545484584184
94,2020-05-27,"Estimated","Mortality Risk Day 60",0.148250629620535,0.144208490675057,0.152273676430747
95,2020-05-28,"Estimated","Mortality Risk Day 60",0.147038688180775,0.143044118143356,0.151014638135035
96,2020-05-29,"Estimated","Mortality Risk Day 60",0.145835780052872,0.1418837138696,0.149769644941786
97,2020-05-30,"Estimated","Mortality Risk Day 60",0.144635827049595,0.140715458066716,0.148538309881599
98,2020-05-31,"Estimated","Mortality Risk Day 60",0.143432932874178,0.139530530843837,0.147317636726778
99,2020-06-01,"Estimated","Mortality Risk Day 60",0.142221383834829,0.138323562010877,0.146101573733035
100,2020-06-02,"Estimated","Mortality Risk Day 60",0.140995651692655,0.137092497354485,0.144881151051884
101,2020-06-03,"Estimated","Mortality Risk Day 60",0.13975039854434,0.135837917503436,0.143645165885228
102,2020-06-04,"Estimated","Mortality Risk Day 60",0.138480483635818,0.134561954269698,0.142381270689281
103,2020-06-05,"Estimated","Mortality Risk Day 60",0.13718097199644,0.13326697068492,0.141077298423367
104,2020-06-06,"Estimated","Mortality Risk Day 60",0.135847582727709,0.131954054410928,0.13972364703486
105,2020-06-07,"Estimated","Mortality Risk Day 60",0.134481054195077,0.130621419617698,0.138323553798801
106,2020-06-08,"Estimated","Mortality Risk Day 60",0.133085127581581,0.129265332210413,0.136888166026423
107,2020-06-09,"Estimated","Mortality Risk Day 60",0.131663509199158,0.127882044643668,0.135428577493
108,2020-06-10,"Estimated","Mortality Risk Day 60",0.130219817718307,0.126469129207689,0.133954401858978
109,2020-06-11,"Estimated","Mortality Risk Day 60",0.128757578230706,0.125026438301316,0.132472807502012
110,2020-06-12,"Estimated","Mortality Risk Day 60",0.127280217079336,0.123556615398451,0.130987998902691
111,2020-06-13,"Estimated","Mortality Risk Day 60",0.125791057439774,0.12206508806474,0.129501213743024
112,2020-06-14,"Estimated","Mortality Risk Day 60",0.124293315633447,0.120559564962342,0.128011214299666
113,2020-06-15,"Estimated","Mortality Risk Day 60",0.122790098151152,0.11904915880859,0.126515151672951
114,2020-06-16,"Estimated","Mortality Risk Day 60",0.121284399362808,0.117543295677073,0.125009642942638
115,2020-06-17,"Estimated","Mortality Risk Day 60",0.119779098554031,0.116050513839739,0.123491955736163
116,2020-06-18,"Estimated","Mortality Risk Day 60",0.118276680941012,0.114574803413308,0.121963081275066
117,2020-06-19,"Estimated","Mortality Risk Day 60",0.116778913863824,0.113112580954523,0.120430090399595
118,2020-06-20,"Estimated","Mortality Risk Day 60",0.115287409836639,0.111658996916393,0.118901002569284
119,2020-06-21,"Estimated","Mortality Risk Day 60",0.11380371306921,0.110209932820191,0.117382978370317
120,2020-06-22,"Estimated","Mortality Risk Day 60",0.112329299858395,0.108762895778851,0.115881432496593
121,2020-06-23,"Estimated","Mortality Risk Day 60",0.110865579174695,0.107317565817914,0.114399490765499
122,2020-06-24,"Estimated","Mortality Risk Day 60",0.109413893432542,0.105875953837626,0.112937833832793
123,2020-06-25,"Estimated","Mortality Risk Day 60",0.107975519432993,0.1044421660483,0.111494932248281
124,2020-06-26,"Estimated","Mortality Risk Day 60",0.106551669467496,0.103021837180807,0.110067610985726
125,2020-06-27,"Estimated","Mortality Risk Day 60",0.105143492571426,0.101621340112058,0.108651836201065
126,2020-06-28,"Estimated","Mortality Risk Day 60",0.103752075916224,0.100246872569651,0.107243623905426
127,2020-06-29,"Estimated","Mortality Risk Day 60",0.102378620951806,0.098903216347365,0.105840621405458
128,2020-06-30,"Estimated","Mortality Risk Day 60",0.10102592286411,0.0975908662488328,0.104447903798402
129,2020-07-01,"Estimated","Mortality Risk Day 60",0.0996975456276809,0.0963078197866932,0.103074556695288
130,2020-07-02,"Estimated","Mortality Risk Day 60",0.0983968753082074,0.0950520697079669,0.101729318070622
131,2020-07-03,"Estimated","Mortality Risk Day 60",0.0971271182250643,0.0938224785898182,0.100419706531668
132,2020-07-04,"Estimated","Mortality Risk Day 60",0.0958913106132803,0.0926193787167841,0.0991514442212917
133,2020-07-05,"Estimated","Mortality Risk Day 60",0.0946923292892214,0.0914448882188654,0.0979281630576442
134,2020-07-06,"Estimated","Mortality Risk Day 60",0.0935329032319253,0.0903029185832891,0.0967514194466801
135,2020-07-07,"Estimated","Mortality Risk Day 60",0.0924156260007973,0.0891988862479924,0.0956210049696934
136,2020-07-08,"Estimated","Mortality Risk Day 60",0.0913429689200407,0.0881391862940961,0.0945354951974724
137,2020-07-09,"Estimated","Mortality Risk Day 60",0.0903172949706575,0.0871305059653731,0.0934929590295718
138,2020-07-10,"Estimated","Mortality Risk Day 60",0.089340862098319,0.0861790099016768,0.0924917741771245
139,2020-07-11,"Estimated","Mortality Risk Day 60",0.0884143591353271,0.0852862883829437,0.0915317327411524
140,2020-07-12,"Estimated","Mortality Risk Day 60",0.0875355202154873,0.0844461462434631,0.0906144696433955
141,2020-07-13,"Estimated","Mortality Risk Day 60",0.0867018402161616,0.0836513416595898,0.0897421837500146
142,2020-07-14,"Estimated","Mortality Risk Day 60",0.0859109267096697,0.0828952066334364,0.0889167301791597
143,2020-07-15,"Estimated","Mortality Risk Day 60",0.08516049175789,0.0821722888079998,0.0881389659136276
144,2020-07-16,"Estimated","Mortality Risk Day 60",0.0844483442580659,0.0814787852990932,0.0874083026979982
145,2020-07-17,"Estimated","Mortality Risk Day 60",0.0837723828043386,0.0808127280601764,0.086722507873241
146,2020-07-18,"Estimated","Mortality Risk Day 60",0.0831305890323034,0.0801738950133642,0.0860777790379577
147,2020-07-19,"Estimated","Mortality Risk Day 60",0.0825210214164849,0.0795634629255958,0.0854690766424832
148,2020-07-20,"Estimated","Mortality Risk Day 60",0.0819418094930638,0.0789834563548328,0.0848906602468362
149,2020-07-21,"Estimated","Mortality Risk Day 60",0.0813911484824621,0.0784360551162595,0.0843367660256885
150,2020-07-22,"Estimated","Mortality Risk Day 60",0.0808670768323061,0.0779222173121037,0.0838025312917245
151,2020-07-23,"Estimated","Mortality Risk Day 60",0.0803658741553275,0.0774367988539792,0.0832856498421773
152,2020-07-24,"Estimated","Mortality Risk Day 60",0.079883011404728,0.0769715130607938,0.0827853260422797
153,2020-07-25,"Estimated","Mortality Risk Day 60",0.0794140624498934,0.0765182282944108,0.0823008159112972
154,2020-07-26,"Estimated","Mortality Risk Day 60",0.0789547028743547,0.0760696660557724,0.081830730964531
155,2020-07-27,"Estimated","Mortality Risk Day 60",0.0785007041499287,0.0756198926538068,0.0813725376565739
156,2020-07-28,"Estimated","Mortality Risk Day 60",0.0780479299964669,0.0751645913711954,0.0809222793015304
157,2020-07-29,"Estimated","Mortality Risk Day 60",0.0775923348518329,0.0747010873506477,0.0804745481782246
158,2020-07-30,"Estimated","Mortality Risk Day 60",0.0771299643796173,0.0742281293846266,0.080022703563204
159,2020-07-31,"Estimated","Mortality Risk Day 60",0.076656957942375,0.0737454694431142,0.0795592947829916
160,2020-08-01,"Estimated","Mortality Risk Day 60",0.076169552965941,0.073253297474093,0.0790766316826566
161,2020-08-02,"Estimated","Mortality Risk Day 60",0.0756641118516943,0.0727515774257547,0.0785674978589624
162,2020-08-03,"Estimated","Mortality Risk Day 60",0.0751389939712021,0.0722395494062534,0.0780293771682299
163,2020-08-04,"Estimated","Mortality Risk Day 60",0.0745959771081883,0.071715792190696,0.0774672256836755
164,2020-08-05,"Estimated","Mortality Risk Day 60",0.074037160033761,0.0711786064241712,0.0768869161190956
165,2020-08-06,"Estimated","Mortality Risk Day 60",0.0734646034773874,0.0706266717539692,0.0762938693006533
166,2020-08-07,"Estimated","Mortality Risk Day 60",0.0728803264384639,0.0700595669357892,0.0756925298187365
167,2020-08-08,"Estimated","Mortality Risk Day 60",0.0722863030011857,0.0694781030272021,0.0750860281750387
168,2020-08-09,"Estimated","Mortality Risk Day 60",0.0716844596410678,0.0688844465321571,0.074476052663577
169,2020-08-10,"Estimated","Mortality Risk Day 60",0.0710766730096145,0.0682820247877636,0.0738629388036368
170,2020-08-11,"Estimated","Mortality Risk Day 60",0.0704647681820567,0.0676752349761814,0.073245955052193
171,2020-08-12,"Estimated","Mortality Risk Day 60",0.0698505173517691,0.0670690009308736,0.0726237407331927
172,2020-08-13,"Estimated","Mortality Risk Day 60",0.0692356389539391,0.0664682231344723,0.0719948508852175
173,2020-08-14,"Estimated","Mortality Risk Day 60",0.0686219563420428,0.065876926357568,0.0713589197346217
174,2020-08-15,"Estimated","Mortality Risk Day 60",0.0680123992019761,0.0652963868409695,0.0707205195178024
175,2020-08-16,"Estimated","Mortality Risk Day 60",0.067410316113484,0.0647264234027168,0.0700865070348892
176,2020-08-17,"Estimated","Mortality Risk Day 60",0.06681894330524,0.0641668085040411,0.0694635620030696
177,2020-08-18,"Estimated","Mortality Risk Day 60",0.0662414062653008,0.0636178098097057,0.0688576518139331
178,2020-08-19,"Estimated","Mortality Risk Day 60",0.0656807253240792,0.0630805796084075,0.0682736550961003
179,2020-08-20,"Estimated","Mortality Risk Day 60",0.0651398226213873,0.0625573786365603,0.0677151525527429
180,2020-08-21,"Estimated","Mortality Risk Day 60",0.064621530384262,0.0620516158476762,0.0671844035304718
181,2020-08-22,"Estimated","Mortality Risk Day 60",0.0641286004510833,0.0615677038518891,0.0666825085957893
182,2020-08-23,"Estimated","Mortality Risk Day 60",0.0636637149878463,0.0611107539495245,0.0662097341956054
183,2020-08-24,"Estimated","Mortality Risk Day 60",0.0632294983542608,0.060686147947004,0.0657659622120647
184,2020-08-25,"Estimated","Mortality Risk Day 60",0.0628285077052571,0.0602989731963447,0.0653512330858942
185,2020-08-26,"Estimated","Mortality Risk Day 60",0.0624617966411368,0.0599506886248136,0.0649661968567168
186,2020-08-27,"Estimated","Mortality Risk Day 60",0.0621280792132533,0.0596374158453888,0.0646121457597251
187,2020-08-28,"Estimated","Mortality Risk Day 60",0.061825923975822,0.0593546842464343,0.0642906713263099
188,2020-08-29,"Estimated","Mortality Risk Day 60",0.0615539643086639,0.0590983976262973,0.0640031224487171
189,2020-08-30,"Estimated","Mortality Risk Day 60",0.0613108929769013,0.058865264157848,0.0637501665950543
190,2020-08-31,"Estimated","Mortality Risk Day 60",0.061095457027618,0.0586530883334283,0.0635314888817283
191,2020-09-01,"Estimated","Mortality Risk Day 60",0.0609064529986092,0.0584608991323584,0.0633456547827136
192,2020-09-02,"Estimated","Mortality Risk Day 60",0.060742722416579,0.0582888992734688,0.0631901516157153
193,2020-09-03,"Estimated","Mortality Risk Day 60",0.0606031475642057,0.0581382446059032,0.0630615997386653
194,2020-09-04,"Estimated","Mortality Risk Day 60",0.0604866474974122,0.0580106835763361,0.0629561034918785
195,2020-09-05,"Estimated","Mortality Risk Day 60",0.0603921742959566,0.0579080900291409,0.06286970859182
196,2020-09-06,"Estimated","Mortality Risk Day 60",0.0603185094193646,0.057831353813169,0.0627990993825254
197,2020-09-07,"Estimated","Mortality Risk Day 60",0.0602631595317132,0.0577769151904055,0.0627428434193192
198,2020-09-08,"Estimated","Mortality Risk Day 60",0.0602231368833747,0.0577392487250012,0.0627004772784299
199,2020-09-09,"Estimated","Mortality Risk Day 60",0.0601954728064782,0.0577128757295787,0.0626715291081855
200,2020-09-10,"Estimated","Mortality Risk Day 60",0.0601772125304714,0.0576928304623824,0.0626550445536708
201,2020-09-11,"Estimated","Mortality Risk Day 60",0.0601654100283312,0.0576750012276693,0.0626492370912672
202,2020-09-12,"Estimated","Mortality Risk Day 60",0.0601571242646943,0.0576563301129329,0.0626512818022466
203,2020-09-13,"Estimated","Mortality Risk Day 60",0.0601494168381065,0.0576348522865511,0.0626572716393073
204,2020-09-14,"Estimated","Mortality Risk Day 60",0.0601393510133512,0.0576095722223495,0.062662338796568
205,2020-09-15,"Estimated","Mortality Risk Day 60",0.0601239921418633,0.0575801939509279,0.06266092406238
206,2020-09-16,"Estimated","Mortality Risk Day 60",0.0601004094685688,0.0575467321378675,0.062647167339036
207,2020-09-17,"Estimated","Mortality Risk Day 60",0.0600656964514579,0.0575090101336729,0.0626154472706568
208,2020-09-18,"Estimated","Mortality Risk Day 60",0.0600178124904103,0.0574654817184626,0.0625632316933459
209,2020-09-19,"Estimated","Mortality Risk Day 60",0.0599559631920413,0.0574128742338407,0.0624921909261996
210,2020-09-20,"Estimated","Mortality Risk Day 60",0.0598794624882295,0.0573475896574785,0.0624045349544339
211,2020-09-21,"Estimated","Mortality Risk Day 60",0.0597876379754532,0.0572663036377965,0.0623022290229667
212,2020-09-22,"Estimated","Mortality Risk Day 60",0.0596798326151028,0.0571663833405938,0.0621865814207869
213,2020-09-23,"Estimated","Mortality Risk Day 60",0.0595554064923901,0.0570461812868898,0.0620579545828431
214,2020-09-24,"Estimated","Mortality Risk Day 60",0.0594137386285668,0.0569051783728854,0.0619156263054024
215,2020-09-25,"Estimated","Mortality Risk Day 60",0.0592542288406553,0.0567439583334618,0.0617578188096483
216,2020-09-26,"Estimated","Mortality Risk Day 60",0.0590762996423853,0.0565640171539621,0.0615818921556364
217,2020-09-27,"Estimated","Mortality Risk Day 60",0.0588793981795053,0.0563674308389686,0.0613846786165521
218,2020-09-28,"Estimated","Mortality Risk Day 60",0.0586629981921289,0.0561564109815237,0.0611629286012075
219,2020-09-29,"Estimated","Mortality Risk Day 60",0.0584267581016048,0.0559325158248232,0.0609144105480622
220,2020-09-30,"Estimated","Mortality Risk Day 60",0.058171258110909,0.0556950500782035,0.060640972895621
221,2020-10-01,"Estimated","Mortality Risk Day 60",0.0578974088161632,0.0554422966888107,0.0603461395699514
222,2020-10-02,"Estimated","Mortality Risk Day 60",0.0576061264958865,0.0551725831883783,0.0600334018512543
223,2020-10-03,"Estimated","Mortality Risk Day 60",0.0572983303578599,0.0548847277600475,0.0597057691810817
224,2020-10-04,"Estimated","Mortality Risk Day 60",0.0569749402876698,0.0545783639115121,0.059365441513749
225,2020-10-05,"Estimated","Mortality Risk Day 60",0.0566368747052708,0.0542541256917426,0.0590136205280734
226,2020-10-06,"Estimated","Mortality Risk Day 60",0.0562850485326127,0.0539136766035153,0.0586504766015284
227,2020-10-07,"Estimated","Mortality Risk Day 60",0.0559203712747197,0.0535595812517337,0.0582752725704048
228,2020-10-08,"Estimated","Mortality Risk Day 60",0.0555437452159853,0.0531950381974235,0.0578866258765518
229,2020-10-09,"Estimated","Mortality Risk Day 60",0.0551560637328429,0.0528235029095427,0.0574828802835485
230,2020-10-10,"Estimated","Mortality Risk Day 60",0.0547582601985667,0.0524482344338921,0.0570626543774774
231,2020-10-11,"Estimated","Mortality Risk Day 60",0.0543532026921847,0.0520722033001224,0.0566287133136415
232,2020-10-12,"Estimated","Mortality Risk Day 60",0.0539461992923808,0.0516981121775779,0.0561889569907387
233,2020-10-13,"Estimated","Mortality Risk Day 60",0.053542575842832,0.0513283347188754,0.0557516488312422
234,2020-10-14,"Estimated","Mortality Risk Day 60",0.0531475048798897,0.0509653503896104,0.0553246418523984
235,2020-10-15,"Estimated","Mortality Risk Day 60",0.0527660110845476,0.0506121167779908,0.0549150188102181
236,2020-10-16,"Estimated","Mortality Risk Day 60",0.0524029814722217,0.0502723321891109,0.0545288507889048
237,2020-10-17,"Estimated","Mortality Risk Day 60",0.0520631801068935,0.0499505686398868,0.0541710937896974
238,2020-10-18,"Estimated","Mortality Risk Day 60",0.0517512671560045,0.0496522614240172,0.0538456368743685
239,2020-10-19,"Estimated","Mortality Risk Day 60",0.0514718221431517,0.0493835591384802,0.0535554977641116
240,2020-10-20,"Estimated","Mortality Risk Day 60",0.0512293713066895,0.0491510553451485,0.0533031445937495
241,2020-10-21,"Estimated","Mortality Risk Day 60",0.0510284190335292,0.0489614273327577,0.0530909183248298
242,2020-10-22,"Estimated","Mortality Risk Day 60",0.0508725996879728,0.0488197467462145,0.0529210221285866
243,2020-10-23,"Estimated","Mortality Risk Day 60",0.0507611199988171,0.0487240678454969,0.0527938100303436
244,2020-10-24,"Estimated","Mortality Risk Day 60",0.0506918810980975,0.0486700729150386,0.0527093924455239
